IsHoliday,Weekly_Sales
0,19369.52
0,25798.78
0,22560.39
0,25508.81
0,20920.03
0,20413.83
0,25846.94
0,3527.62
0,2640.98
1,18629.83
0,5240.63
0,6714.41
0,10022.4
0,18931.11
1,6629.6
0,3665.25
0,2460.92
0,2427.46
0,1649.4
0,3981.09
1,7338.85
0,4223.42
0,3784.06
0,6464.52
0,4183.3
0,3905.72
0,2856.83
0,4540.27
0,4764.43
0,4500.12
0,2988.96
0,3319.32
0,4658.18
0,3574.83
0,6030.81
0,5131.26
0,3249.75
0,4888.46
0,4087.58
0,4870.31
0,4774.5
0,2828.03
0,2776.97
0,3496.53
0,2545.65
0,3412.58
0,-139.65
0,2725.3
0,2626.5
0,2987.07
1,2576.64
0,3073.31
0,4159.51
0,3168.68
0,3843.29
0,3788.59
0,3496.69
0,4032.5
0,25942.35
0,21953.16
1,71151.34
0,33118.33
0,47751.41
0,69511.06
0,119302.15
1,38216.01
0,12377.76
0,9194.61
0,10189.61
0,11228.15
0,16556.71
1,21619.05
0,16849.62
0,15956.87
0,16473.91
0,17500.24
0,20690.01
0,15628.59
0,18684
0,27171.41
0,21302.3
0,19056.92
0,18704.53
0,22956.83
0,23036.8
0,19180.11
0,28671.98
0,31568.92
0,30052.56
0,26249.22
0,24777.12
0,24077.39
0,27364.96
0,18427.17
0,16528.1
0,17171.35
0,16916.29
0,16552.49
0,16256.91
0,15159.94
0,15802.09
1,16941.42
0,15525.82
0,22542.44
0,22343.24
0,22071.39
0,20212.71
0,21937.45
0,21449.85
0,34003.52
0,33169.55
1,33243.85
0,35886.92
0,38226.32
0,37149.3
0,41062.58
1,32419.78
0,36797
0,34033.89
0,35356.12
0,34644.25
0,40069.47
1,38317.89
0,37244.73
0,37204.72
0,40307.19
0,36553.82
0,36141.27
0,33758.45
0,37745.71
0,41917.56
0,37295.29
0,36930.94
0,38531.76
0,41589.1
0,37702.53
0,37817.25
0,39067
0,41039.74
0,40236.23
0,38163.76
0,37693.88
0,37647.44
0,41524.67
0,36130.01
0,37797.31
0,36981.9
0,40098.84
0,37269.92
0,36294.18
0,33855.28
0,37666.92
1,38666.21
0,37346.83
0,36404.63
0,37254.84
0,42663.75
0,37248.47
0,38668.75
0,39255.35
0,37670.13
0,28932.57
1,42228.79
0,23042.52
0,27724.56
0,31948.63
0,45445.25
1,27192.39
0,20705.21
0,15416.12
0,13332.75
0,14728.57
0,19427.31
1,20985.41
0,23867.82
0,25957.89
0,30503.3
0,28291.68
0,37941.84
0,33541.36
0,50382.47
0,41235.34
0,33136.94
0,28111.87
0,30359.94
0,31552.3
0,28043.48
0,26160.37
0,29338.57
0,35001.66
0,30307.11
0,30249.01
0,28249.43
0,25081.23
0,32851.76
0,21464.73
0,22594.18
0,22921.21
0,23780.97
0,20400.88
0,23503.86
0,26262.95
0,41634.69
1,42920.95
0,31882.98
0,33889.72
0,40712.85
0,40439.53
0,37126.23
0,36690.81
0,41040.84
0,32346.54
0,28013.63
1,30877.51
0,32006.18
0,31747.07
0,30816.81
0,30434.19
1,26147.46
0,29927.33
0,23995.69
0,25331.83
0,23650.22
0,33524.28
1,37764.38
0,40409.5
0,37507.44
0,39036.14
0,34858.03
0,33405.1
0,33327.09
0,43718.05
0,36666.29
0,29709.53
0,30838.26
0,29433.27
0,35800.66
0,32271.72
0,30339.17
0,34203.35
0,37294.14
0,36155.27
0,32578.62
0,32851.06
0,33135.34
0,39189.33
0,31430.55
0,29187.22
0,30594.53
0,32794.21
0,33834.22
0,29723.55
0,27884.19
0,28490.93
1,30851.75
0,31705.09
0,29203.63
0,27205.4
0,27822.4
0,27803.78
0,29442.38
0,26285.27
0,23541.72
0,21412.74
1,28315.7
0,33129.25
0,38807.31
0,27918.08
0,31435.36
1,24030.39
0,25666.34
0,24493.4
0,20707.62
0,17860.35
0,22429.17
1,25933.04
0,26269.87
0,21750.64
0,23286.46
0,23169.16
0,24841.76
0,24350.67
0,25231.25
0,28971.93
0,21874.45
0,21787.83
0,20710.01
0,31670.38
0,28842.32
0,23346.03
0,26925.54
0,32406.68
0,35861.22
0,27802.84
0,26407.67
0,44553.45
0,36266.25
0,25922.59
0,26026.46
0,33443.23
0,27759.99
0,24145.93
0,20281.68
0,20462.68
0,21103.42
1,23338.99
0,17027.47
0,18161.43
0,17242.78
0,22374.18
0,21857.09
0,18259.82
0,22399.83
0,10216.64
0,9872.05
1,7816.44
0,7587.6
0,8014.5
0,7784.82
0,8311.17
1,7699
0,7634.97
0,8111.01
0,9296.13
0,8229.77
0,9612.87
1,9587.35
0,9262.33
0,11284.27
0,11994.48
0,11947.03
0,12178.8
0,11448.84
0,12109.21
0,10747.37
0,10565.39
0,11730.26
0,11746.83
0,12338.08
0,11420.63
0,10199.01
0,12748.13
0,11542.81
0,10742.68
0,11177.52
0,9606.33
0,11816.35
0,13887.61
0,9318.1
0,12565.06
0,11109.25
0,11298.13
0,10605.66
0,11447.03
0,10723.59
0,10591.46
1,12566.45
0,10484.08
0,9448.14
0,11013.77
0,10037.09
0,8983.82
0,10830.48
0,8658.41
0,37255.89
0,37077.82
1,38625.48
0,37507.93
0,36404.7
0,32782.17
0,36950.91
1,32871.95
0,41411.4
0,38000.25
0,37433.66
0,34312.26
0,43478.58
1,43041.97
0,38622.92
0,40079.43
0,44565.32
0,40001.72
0,38322.83
0,37801.64
0,38696.88
0,44270.3
0,39099.61
0,39499.85
0,39077.84
0,43561.17
0,38895.18
0,37857.88
0,38541.76
0,41462.8
0,42304.47
0,39024.74
0,38945
0,40099.49
0,43326.92
0,39276.05
0,39396.59
0,37423.21
0,44708.45
0,42241.23
0,41658.4
0,39231.62
0,40940.78
1,44373.19
0,38759.47
0,39746.87
0,39793.41
0,43746.89
0,38015.36
0,38341.15
0,38512.48
0,14903.78
0,17803.49
1,39773.89
0,18110.97
0,23852.42
0,28845.68
0,46096.24
1,25846.86
0,14585.64
0,14311.83
0,12695.7
0,12684.05
0,15583.82
1,18292.4
0,21324.12
0,18574.25
0,19412.26
0,16528.29
0,12757.86
0,12771.12
0,14690.27
0,15652.72
0,14933.13
0,13575.69
0,14904.8
0,16193.63
0,15537.79
0,16326.55
0,14186.59
0,14903.87
0,12858.85
0,14117.36
0,13158.38
0,16958.84
0,19019.04
0,14332.72
0,12083.33
0,12706.52
0,13423.3
0,12434.69
0,12419.06
0,11041.63
0,12912.96
1,13711.08
0,11596.1
0,12193.8
0,12037.66
0,14381.21
0,11450.64
0,12035.51
0,11150
0,5913.03
0,4643.82
1,8400.69
0,5715.31
0,5024.36
0,4613.92
0,6233.78
1,5052.77
0,6258.08
0,5894.86
0,6400.8
0,6108.82
0,9873.73
1,13389.35
0,12648.11
0,19874.3
0,30451.14
0,32633.81
0,44960.02
0,45184.22
0,55275.59
0,59512.97
0,55347.73
0,42816.54
0,41926.36
0,43970.7
0,38885.33
0,37505
0,42922.55
0,45508.72
0,34785.29
0,32898.46
0,36362.45
0,37677.82
0,42679.2
0,22880.3
0,24017.03
0,23838.33
0,25418.49
0,21677.85
0,20035.26
0,18393.12
0,16797.62
1,20473.94
0,14646.37
0,13415.51
0,14734.64
0,11320.41
0,10525.66
0,9518.43
0,9934.63
0,7316.53
0,9558.5
1,12329.5
0,9490.05
0,10484.57
0,11642.24
0,18463.27
1,10619.45
0,8086.43
0,9454.17
0,7968.85
0,7237.41
0,8128.57
1,10461.07
0,11684.73
0,9309.63
0,11187.42
0,11553.98
0,8523.56
0,7456.66
0,8433.01
0,8662.4
0,6936.35
0,8559.84
0,7868.25
0,9064.6
0,7964.29
0,9308.53
0,7323.66
0,7197.38
0,8589.19
0,6676.87
0,7468.47
0,8240.63
0,8053.74
0,7386.64
0,7195.7
0,8435.09
0,7809.58
0,8441.34
0,8710.04
0,9523.9
0,8158.73
1,8712.44
0,7075.73
0,7143.59
0,7155.75
0,9040.52
0,7908.36
0,7640.43
0,7640.92
0,10170.41
0,14159.67
1,30543.19
0,47731.67
0,41114.36
0,33932.27
0,22602.34
1,21444.65
0,7018.32
0,1700.85
0,1468.65
0,1842.47
0,3558.71
1,12687.47
0,26992.11
0,1973.92
0,1316.04
0,1126.04
0,1630.41
0,2280.34
0,3667.66
0,14283.73
0,5136.25
0,61.56
0,4.68
0,-1.27
0,4.58
0,1.97
0,0.2
0,4.97
0,2.91
0,9.97
0,4.97
0,4.97
1,4.97
0,649.09
0,3361
0,4867.7
0,7291.46
0,8171.79
0,10569.09
0,17934.28
0,932.24
0,793.08
1,831.4
0,1414.06
0,1749.04
0,1381.01
0,1904.53
1,878.8
0,607.22
0,758.08
0,714.21
0,720.98
0,1175.9
1,973.9
0,762.59
0,988.95
0,761.16
0,1514.62
0,1273.4
0,1057.43
0,973.05
0,875.56
0,753.73
0,1162.5
0,524.17
0,1155.4
0,1848.79
0,1441.88
0,1036.21
0,1406
0,1242.44
0,951.49
0,1174.7
0,1040.98
0,1195.29
0,1003.66
0,955.74
0,1016.28
0,901.62
0,875.1
0,1192.39
0,1328.49
0,900.06
1,1225.7
0,733.78
0,1015.46
0,1385.85
0,1192.58
0,1415.68
0,1247.56
0,1640.81
0,3114.01
0,2690.25
1,5425
0,3117.17
0,2944.45
0,3619.16
0,5524.27
1,4009.01
0,3246.33
0,4485.95
0,3937.59
0,3364.8
0,4206.91
1,6051.57
0,5569.54
0,4455.36
0,5446.7
0,7272.2
0,5040.41
0,3909.02
0,5264.6
0,3868.02
0,3449.45
0,4246.85
0,4844.73
0,4647.31
0,4418.12
0,5296.28
0,4614.33
0,4353.92
0,4943.11
0,3948.1
0,5218.84
0,4847.43
0,5485.86
0,3737.06
0,4831.71
0,3810.16
0,4708.44
0,4534.37
0,3980.4
0,3452.67
0,4602.26
1,4342.34
0,3548.56
0,3532.28
0,3200.54
0,4184.73
0,3126.49
0,3640.07
0,2680.53
0,8742.41
0,7820.46
1,10158.02
0,7854.17
0,9686.83
0,10855.44
0,13551.98
1,7329.41
0,7154.5
0,7090.86
0,7062.96
0,6843.13
0,8168.45
1,8467.27
0,9065.08
0,8042.3
0,9722.09
0,7309.95
0,8184.24
0,7602.33
0,8410.81
0,10083.36
0,7223.96
0,6508.01
0,7561.57
0,7873.18
0,7120.67
0,7124.99
0,6872.63
0,7206.04
0,7373.09
0,7345.49
0,7768.11
0,6490.2
0,7500.71
0,6717.31
0,6321.9
0,6371.95
0,6393.77
0,6752.85
0,6182.36
0,6965.28
0,7031.77
1,8258.47
0,8013.36
0,7085.79
0,7737.13
0,7790.01
0,7020.8
0,7614.71
0,8194.63
0,6596.53
0,7206.64
1,20555.07
0,7882.59
0,10035.25
0,9596.7
0,16590.12
1,10671.89
0,8998.71
0,8429.49
0,6176.87
0,5593.64
0,9723.63
1,11817.34
0,10815.19
0,8625.07
0,11402.9
0,11076.38
0,7827.86
0,6592.15
0,8538.98
0,7462.34
0,5901.71
0,7171.34
0,6068.54
0,7884.36
0,6363.42
0,6752.83
0,6878.26
0,6332.62
0,6816.23
0,5764.52
0,7233.96
0,6008.22
0,6382.12
0,5881.8
0,6767.52
0,7170.57
0,7160.87
0,7229.94
0,7788.49
0,6364.81
0,5742.4
1,7669.83
0,5462.99
0,5663.49
0,6892.92
0,7821.14
0,8966.16
0,8236.39
0,8236.88
0,21318.68
0,19124.1
1,31848.99
0,24682.22
0,33303.15
0,32907.32
0,51911.82
1,23757.52
0,17203.25
0,15395.96
0,13738.46
0,13690.78
0,18537.41
1,25581.44
0,25295.03
0,20374.68
0,22257.51
0,21179.12
0,19391.07
0,19261.99
0,23356.66
0,24604.49
0,20132.49
0,20768.42
0,17587.72
0,21973.08
0,21536.76
0,18435.16
0,20778.32
0,23504.62
0,23792.73
0,24836.02
0,26200.55
0,23036
0,22965.73
0,18326.49
0,18400.73
0,18105.68
0,22566.41
0,21599.34
0,21808.81
0,25618.62
0,23361.12
1,17406.85
0,14172.52
0,15702.02
0,14731.92
0,19478.62
0,21024.28
0,17191.96
0,21460.58
0,6053.49
0,4818.2
1,10847.14
0,6760.41
0,9842.25
0,11274.48
0,12694.74
1,4818.81
0,4539.89
0,3087.45
0,3119.12
0,3534.93
0,5455.8
1,7473.32
0,6598.42
0,5345.89
0,6269.69
0,5554.83
0,4842.19
0,5184.95
0,5401.75
0,7077.44
0,4986.97
0,5047.11
0,3328.23
0,5753.71
0,4449.04
0,4439.01
0,4830.18
0,3853.81
0,3810.35
0,3670.73
0,4129.07
0,3729.35
0,4671.82
0,4537.83
0,5164.1
0,5974.25
0,8003.97
0,8870.23
0,12967.94
0,16785.62
0,13181.63
1,5138.69
0,4980.64
0,4979.52
0,4364.69
0,7322.07
0,7733.2
0,5355.52
0,7106.74
0,10417.72
0,8130.08
1,11997.22
0,10721.09
0,11802.37
0,11820.17
0,15195.72
1,9327.8
0,7359.16
0,6384.22
0,5272.76
0,6350.26
0,8798.84
1,10179.01
0,10930.07
0,10225.67
0,11620.37
0,13087.32
0,13002.03
0,11387.52
0,15027.13
0,14732.09
0,12736.32
0,10115.85
0,10563.87
0,13530.43
0,10206.26
0,10029.04
0,10702.21
0,11528.12
0,10527.53
0,10329.88
0,9848.45
0,9566.04
0,11324.5
0,8281.23
0,9237.46
0,8528.82
0,10019.2
0,8614.67
0,9780.51
0,10625.07
0,10284.77
1,7461.45
0,7541.58
0,7804.28
0,7685.71
0,11140.24
0,10485.04
0,8702.47
0,11066.13
0,7693.46
0,5878.78
1,8690.17
0,7107.23
0,8443.46
0,9502.94
0,12517.98
1,5036.62
0,4220.51
0,4369.57
0,4492.42
0,4667.16
0,6969.74
1,9120.37
0,7499.33
0,7457.98
0,8247.41
0,7890.21
0,7462.19
0,7313.8
0,7592.79
0,8152.94
0,6095.14
0,6869.49
0,6317.77
0,6788.13
0,5958.51
0,5783.96
0,5069.36
0,5319.66
0,5082.27
0,5688.08
0,5852.37
0,5615.89
0,5851.77
0,4375.44
0,5279.41
0,4350.86
0,5764.11
0,5498.9
0,4924.3
0,5369.29
0,5602.58
1,5011.22
0,6001.13
0,6550.81
0,5035.97
0,8784.99
0,12773.34
0,7004.13
0,7412.16
0,1882.59
0,1707.85
1,1992.88
0,1752.13
0,2606.7
0,4225.6
0,5131.93
1,2882.08
0,1788.6
0,1623.81
0,1451.96
0,966.46
0,1915.13
1,2367.25
0,2538.15
0,1784.56
0,1550.19
0,1418.25
0,1461.99
0,1269.16
0,1409.77
0,1429.08
0,983.69
0,970.43
0,1019.53
0,1033.05
0,887.99
0,921
0,775.09
0,1030.9
0,1033.86
0,822.19
0,1030.06
0,1010.07
0,993.52
0,1018.36
0,1241.1
0,938.36
0,1145.67
0,1122.14
0,1476.09
0,1643.59
0,1580.28
1,1060.29
0,857.88
0,1047.27
0,948.57
0,1492.09
0,1536.58
0,1841.73
0,1712.02
0,788.61
0,648.03
1,526.29
0,685.52
0,820.59
0,853.19
0,903.97
1,714.86
0,557.94
0,539.86
0,634.48
0,641.94
0,571.7
1,745.15
0,845.62
0,734.59
0,633.51
0,657.41
0,513.24
0,457.22
0,502.86
0,655.22
0,434.56
0,527.48
0,354.59
0,564.69
0,420.08
0,427.37
0,300.15
0,352.99
0,389.31
0,419.35
0,371.9
0,439.75
0,416.06
0,331.24
0,310.65
0,258.1
0,303.36
0,307.87
0,312.75
0,307.34
0,283.4
1,374.15
0,403.87
0,490.61
0,402.73
0,641.7
0,596.37
0,656.45
0,742.48
0,4530.75
0,4334.62
1,5641.46
0,5466.91
0,6750.53
0,8445.01
0,12848.12
1,6951.19
0,4174.68
0,4008.75
0,3689.44
0,3510.94
0,5646.11
1,7755.83
0,7122.71
0,5337.27
0,5082.59
0,4735.19
0,4735.58
0,3903.39
0,4392.74
0,3976.42
0,3294.36
0,3733.04
0,3698.19
0,4880.96
0,4632.27
0,3864.86
0,3118.55
0,3788.69
0,4042.24
0,3575.94
0,3229.2
0,3898.01
0,3925.61
0,3716.03
0,3707.9
0,3356.82
0,4145.19
0,4162.46
0,4208.19
0,3966.86
0,4183.85
1,3268.08
0,3418.62
0,3683.28
0,3515.91
0,4288.34
0,3465.18
0,3739.1
0,4077.2
0,2573.12
0,2041.76
1,3152.56
0,2334.96
0,2343.4
0,2395.98
0,2829.74
1,2155.22
0,2425.04
0,2014.96
0,2695.82
0,2507.48
0,3107.1
1,4257.72
0,3725.26
0,2927
0,4393.08
0,4133.36
0,3505.18
0,3421.12
0,3536.71
0,3544.7
0,3711.72
0,3151.6
0,2822.92
0,4751.06
0,2564.12
0,3064.12
0,3055.24
0,3931.58
0,3629.94
0,2752.74
0,2784.5
0,3402.4
0,3054.34
0,2723.02
0,2821.6
0,2959
0,3202.68
0,3355.34
0,3300.68
0,3686.74
0,3058.82
1,2669.67
0,2115.88
0,1986.16
0,2047.42
0,2520.85
0,2258.74
0,2559.08
0,2830.48
0,1683.65
0,1486.76
1,1542.03
0,1921.19
0,3432.08
0,3245.04
0,4743.7
1,2247.9
0,2039.49
0,1988.97
0,1622.61
0,1571.13
0,1622.63
1,2007.88
0,2064.35
0,1852.43
0,2628.13
0,2070.4
0,1682.53
0,1691.74
0,1515.28
0,1517.77
0,1170.59
0,1291.39
0,1023.38
0,1399.76
0,1566.24
0,1189.88
0,901.11
0,1249.54
0,1493.84
0,1226.71
0,1471.82
0,1137.78
0,1166.8
0,2848.5
0,2605.28
0,3477.27
0,4272.27
0,4464.25
0,4851.27
0,6812.13
0,6691.49
1,1499.7
0,1365.52
0,1490.66
0,1060.74
0,2063.02
0,1276.81
0,1529.52
0,1413.51
0,7124.84
0,4502.04
1,8978.16
0,7939.32
0,13979.39
0,17251.57
0,35301.3
1,14581.39
0,5821.95
0,5567.49
0,4809.14
0,5637.52
0,8955.94
1,13300.13
0,23676.04
0,8802.92
0,7476.75
0,7889.12
0,7162.45
0,6435.66
0,7566.56
0,8085.39
0,6572.66
0,5816.96
0,6048.64
0,7587.45
0,10476.98
0,11330.87
0,8602.53
0,6183.49
0,7430.02
0,5169.85
0,7402.76
0,5446.58
0,7565.11
0,6001.11
0,4066.82
0,6288.58
0,6862.94
0,5796.95
0,6459.89
0,5772.47
0,6649.79
1,6857.35
0,5000.5
0,5375.99
0,3909.44
0,5852.15
0,5238.49
0,6241.78
0,5918.47
0,5622.58
0,4303.63
1,10793.97
0,7049.78
0,9505.36
0,10083.01
0,13657.4
1,4914.09
0,3959.05
0,2930.02
0,2511.83
0,2350.29
0,4894.83
1,6395.77
0,6300.81
0,5426.03
0,5909.09
0,5546.97
0,5669.24
0,4397.45
0,4801.62
0,6401.92
0,5070.49
0,4748.34
0,3710.58
0,4742.62
0,4959.16
0,4219.69
0,5733.73
0,4652.2
0,4990.8
0,4422.38
0,4045.11
0,4558.63
0,5286.22
0,4715.67
0,6264.38
0,7108.36
0,8406.93
0,9030.25
0,10682.47
0,13019.11
0,11799.65
1,5001.36
0,4449.08
0,4705.71
0,4390.19
0,6775.72
0,7617.49
0,5170.49
0,6313.48
0,11197.3
0,9773.47
1,14744.09
0,10172.39
0,15044.32
0,14714.73
0,16180.84
1,10554.13
0,9246
0,8198.59
0,8022.64
0,7885.38
0,10085.87
1,14950.38
0,13164.86
0,13189.95
0,15464.72
0,12781.11
0,14027.29
0,12282.21
0,15035.51
0,17006.02
0,16848.85
0,13070.17
0,14492.12
0,16632.06
0,14922.78
0,15712.57
0,14765.02
0,15369.77
0,15948.94
0,12181.66
0,12356.92
0,12800.16
0,14618.59
0,11081.34
0,11094.22
0,9971.74
0,11648.89
0,10609.61
0,10272.79
0,10288.31
0,10066.04
1,9601.08
0,8723.62
0,9670.5
0,8972.86
0,10523.41
0,11105.36
0,9544.78
0,9972
0,2576.34
0,2635.81
1,3126.99
0,2450.12
0,3023.41
0,3045.08
0,3532.72
1,2631.24
0,2013.82
0,2018.5
0,1852.48
0,1410.49
0,2571.73
1,3367.66
0,2394.51
0,2557.91
0,2801.79
0,2268.29
0,2934.74
0,2513.16
0,3174.24
0,3737.76
0,3320.38
0,2311.41
0,2578.97
0,2763.83
0,2768.22
0,2818.63
0,2473.47
0,3356.38
0,2727.51
0,2686.18
0,2293.32
0,2773.38
0,2531.92
0,1874.74
0,2044.01
0,2118.15
0,2138.88
0,2018.51
0,1842.08
0,1894.91
0,1623.92
1,1578.57
0,1547.07
0,1341.83
0,1773.32
0,1658.09
0,2228.94
0,1555.93
0,1459.47
0,1485.91
0,1078.92
1,1526.35
0,1710.05
0,3169.24
0,2523.53
0,4298.54
1,2656.78
0,949.95
0,792.1
0,586.49
0,507.34
0,1271.66
1,3024.82
0,2101.84
0,909.96
0,796.97
0,1106.03
0,1391
0,1369
0,2155
0,1769
0,1618
0,1123
0,1454
0,1946
0,1832
0,2390.24
0,4032
0,4401
0,2417
0,2697
0,2512
0,2978
0,4022
0,1129
0,1617.03
0,1210
0,1361
0,881
0,444
0,384.92
0,431.96
1,476.74
0,310.55
0,408.03
0,277.37
0,1040.66
0,1584.1
0,536.75
0,1156.34
0,3157.52
0,2600.89
1,2786.48
0,2496.33
0,2695.24
0,2401
0,2348.56
1,2203.49
0,2963.19
0,2572.41
0,2278.6
0,1943.14
0,3009.44
1,3522.35
0,3542.89
0,2952.33
0,2957.55
0,3202.72
0,2299.48
0,2498.19
0,2912.11
0,2572.86
0,2361.49
0,2468.8
0,2354.89
0,2703.35
0,2615.06
0,2562.37
0,2381.48
0,3252.9
0,3071.48
0,3145.74
0,3103.98
0,2815.37
0,3302.98
0,3129.13
0,2596.68
0,2893.65
0,3312.16
0,2821.2
0,2772.76
0,2257.56
0,2401.44
1,2992.74
0,2854.51
0,2776.22
0,2507.6
0,2466.9
0,2482.7
0,2483.49
0,2566.42
0,86946.05
0,70210.07
1,57562.29
0,98037.09
0,83237.41
0,77567.96
0,65636.08
1,63659.49
0,90770.82
0,73539.46
0,78264.14
0,67827.4
0,89029.26
1,78072.5
0,91386.12
0,72314.41
0,93103.43
0,88138.04
0,68900.29
0,76834.09
0,83931.07
0,98092.62
0,74197.08
0,74827.84
0,66399.89
0,90029.42
0,70261.48
0,81332.67
0,76300.01
0,74849.19
0,80344.44
0,69071.96
0,73529.71
0,67658.22
0,80117.78
0,66232.11
0,68235.73
0,70457.7
0,85329.19
0,74483.32
0,85392.47
0,71295.77
0,80706.16
1,70644.8
0,82186.59
0,74195.35
0,75484.17
0,74894.95
0,82276.59
0,68794.43
0,66526.76
0,58511.53
0,56500.66
1,53816.93
0,63497.31
0,61261.65
0,59020.69
0,63663.51
1,55520.06
0,65669.34
0,61166.26
0,57819.87
0,55272.9
0,67574.43
1,66858.78
0,63913.1
0,63852.3
0,66944.08
0,65110.73
0,61283.62
0,59756.62
0,61229.13
0,64686.95
0,59646.09
0,60905.45
0,60164.22
0,64719.29
0,57434.64
0,57097.72
0,57995.27
0,58094.41
0,58426.12
0,55600.99
0,54157.81
0,57655.87
0,59627.75
0,53981.14
0,54840.74
0,53286.98
0,59729.29
0,57803.56
0,54852.61
0,55113.94
0,59897.79
1,61156.64
0,60364.66
0,57957.57
0,56346.83
0,63639.01
0,56659.18
0,56386.37
0,59287.86
0,792.5
0,1005
1,3254.07
0,1852.54
0,1423.91
0,2237.47
0,4164.38
1,1573
0,187.03
0,297.5
0,327
0,163.37
0,359.5
1,761
0,661
0,415.37
0,587.5
0,846.87
0,500
0,560.5
0,375
0,538
0,333
0,490.5
0,346
0,474.6
0,652
0,549.5
0,528.71
0,298.65
0,343.79
0,292.52
0,408.46
0,237.24
0,478.22
0,492.3
0,416.79
0,497.61
0,432.61
0,565.3
0,569.89
0,1046.13
0,1308.72
1,1846.97
0,1382.99
0,1320.89
0,1163.75
0,1207.99
0,1031.98
0,1201.83
0,1784.96
0,7252.84
0,7989.25
1,7324.21
0,6181.99
0,6824.05
0,7123.1
0,7486.65
1,6924.5
0,8150.14
0,7073.77
0,8882.33
0,6961.76
0,8813.08
1,8250.23
0,8863.71
0,8542.28
0,9878.1
0,8130.77
0,8730.84
0,6474.28
0,8058.56
0,8972.49
0,8512.01
0,7332.1
0,8264.77
0,8593.85
0,6871.92
0,7239.61
0,8637.88
0,7977.62
0,9733.53
0,8345.37
0,8500.51
0,8611.38
0,10220.35
0,7034.91
0,8177.91
0,8525.93
0,7839.2
0,8744.49
0,7736.78
0,7541.59
0,7997.03
1,8003.46
0,7563.72
0,7062.59
0,6568.89
0,7163.58
0,7418.72
0,7586.22
