,Weekly Sales,Predicted Sales_NN,Predicted Sales_DNN
68,23270.870000000003,21642.65,21279.252
69,2415.8,1803.7142,1467.6158
70,6991.489999999999,6981.9365,6379.1953
71,63992.36,62164.96,60880.316
72,106.60000000000016,-82.98754,-169.16243
73,42679.13,42138.37,41016.402
74,162.0000000000004,455.01666,-150.80768
75,4900.57,5674.794,4771.4917
76,3951.3600000000006,4516.2773,3977.2288
77,88588.99,85095.43,84818.45
78,35226.48,33728.12,34933.625
79,6259.100000000002,7108.7236,6130.1035
80,22328.87,22489.684,22508.6
81,9559.809999999998,9547.075,9036.101
82,6813.820000000001,6793.799,6568.2466
83,1799.6299999999999,1804.9631,1165.4841
84,31.36000000000006,464.46295,2.3842504
85,49292.5,51917.707,51778.04
86,9153.46,11414.925,11082.255
87,5047.56,6039.0327,5490.7603
88,9838.59,8726.939,8373.483
89,6197.569999999999,6943.9624,6395.572
90,5244.350000000001,5817.767,5285.8506
91,17830.569999999996,19047.852,18211.768
92,1582.1700000000005,1948.5002,1402.4114
93,2679.3599999999997,2613.7766,2176.7507
94,62842.0,59386.496,58637.363
95,8468.879999999997,8398.515,7589.508
96,25265.510000000006,25165.814,24056.336
97,70.49999999999974,225.05374,-169.16243
98,2122.1499999999996,2327.9438,1758.8367
99,1938.0000000000002,1993.1041,1343.841
100,12876.18,13189.127,12374.374
101,65229.16,66830.31,58179.777
102,22667.81,22133.238,21205.117
103,29491.120000000003,30312.973,29659.54
104,3017.0399999999995,2609.1104,2190.518
105,11066.18,10353.975,8083.508
106,15628.19,16154.579,15593.627
107,4447.76,4510.528,3918.552
108,25074.79,25316.305,25260.021
109,1864.19,2734.0447,1897.8497
110,15065.62,15390.69,25056.508
111,42963.85,45451.88,46447.082
112,978.4799999999997,1290.9811,490.83585
113,18165.99,14387.087,13454.524
114,7809.18,7492.274,6857.7246
115,9501.520000000002,6189.895,5906.394
116,2233.1399999999994,2926.6511,2248.5068
117,458.9000000000001,514.88055,-169.16243
118,28541.37,28971.242,28252.215
119,22171.550000000003,24921.756,23673.977
120,25049.36,26728.805,25747.854
121,8337.55,8413.043,7810.323
122,90916.58,98237.37,92419.02
123,86125.25000000001,88408.99,85526.8
124,6157.369999999999,6512.8213,5936.4424
125,23816.77,26682.445,24408.729
126,5256.470000000001,4248.3887,3998.2202
127,15867.140000000001,14433.383,13651.377
128,17978.9,18564.242,18061.053
129,3265.0,4142.0884,4010.158
130,9990.38,9996.1045,9405.927
131,179.7299999999996,701.26715,-166.97601
132,40912.90000000001,47237.293,45842.523
133,672.4399999999999,1204.2498,556.086
134,296.91000000000054,489.19977,-169.16243
135,2925.5199999999995,3249.8945,2652.8428
136,2888.76,3356.3591,2656.0613
137,5955.699999999999,5530.056,5108.429
138,520.8200000000004,796.1697,163.70074
139,32969.96,34642.895,33670.477
140,48201.21000000001,48868.83,48770.227
141,870.1899999999998,1297.6663,346.03098
142,4233.52,4647.3096,3956.4573
143,17823.369999999995,17890.82,17414.455
144,3840.4899999999993,4155.9478,3915.7944
145,31585.04,27398.94,26721.236
146,17005.92,21970.07,21324.078
147,2127.9000000000005,3040.051,2469.7139
148,32251.81,34053.773,32812.496
149,10184.46,10820.836,10046.012
150,1430.3799999999994,1694.5981,1334.9733
151,21251.190000000002,25554.852,22893.195
152,25491.940000000002,26030.879,25081.719
153,1778.96,2157.3362,1455.6377
154,1244.7299999999998,2162.5725,1477.0835
155,273.9999999999995,730.5024,228.30211
156,15349.76,14112.195,13328.3545
157,4893.19,5737.7173,5468.832
158,19470.49,17770.691,17182.271
159,3113.82,3332.5054,2935.4473
160,62800.7,55534.723,43651.703
161,4607.38,4572.57,4072.3416
162,43858.35,41654.08,42454.418
163,687.0,799.6199,234.56833
164,50898.86,61356.53,61010.016
165,-167.99999999999974,272.26077,-169.16243
166,1328.22,2181.075,1420.9576
167,20370.0,18874.889,18308.303
168,3349.74,3496.1301,3047.5393
169,9606.66,10275.656,9418.345
170,7551.219999999999,8728.169,8126.6514
171,6458.120000000002,6600.9985,6077.3213
172,5091.820000000001,6897.0293,4098.147
173,930.0000000000006,467.0454,-169.16243
174,15316.810000000001,20637.115,21824.812
175,5578.389999999999,6994.808,5675.5845
176,33961.65000000001,33007.215,32358.176
177,75319.58,85613.64,83035.71
178,619.0600000000004,311.18625,4.4755316
179,65735.05,65826.37,64786.363
180,14172.03,15245.555,14519.504
181,2588.5000000000005,2802.003,2354.3777
182,1168.0000000000005,2365.3882,1052.1091
183,20302.36,20779.666,19731.15
184,10.499999999999877,451.05728,-169.16243
185,26630.180000000004,26138.4,26250.256
186,4555.330000000001,4050.6604,3550.9036
187,5561.450000000001,5837.762,5362.201
188,637.7199999999999,575.7323,277.13303
189,26656.83,27375.344,26359.896
190,146.11999999999983,396.59796,-169.16243
191,6227.43,5411.709,4912.253
192,13598.16,15456.643,14828.362
193,3582.390000000001,4224.6606,3657.96
194,32469.07,33785.49,32946.69
195,4748.630000000001,5167.5034,4220.626
196,5.0000000000001315,379.8287,-169.16243
197,12301.72,11811.89,11487.252
198,2863.0,2934.6216,2583.0234
199,10782.77,12227.468,11597.326
200,3154.7500000000005,3500.9805,2830.0479
201,24015.4,20597.918,19621.205
202,5122.65,4681.442,4071.9465
203,32331.710000000003,30865.646,30428.326
204,6280.999999999999,10215.993,9114.254
205,3804.2400000000007,4042.7385,3516.1394
206,12606.79,15645.757,15151.923
207,853.6,1356.5612,856.54517
208,13310.05,12224.546,11609.941
209,26423.42,25246.012,24170.043
210,20.939999999999937,310.06424,-169.16243
211,12814.54,12608.868,11944.207
212,58817.2,59240.92,59819.36
213,94720.93,101500.555,104246.03
214,13411.35,23092.889,21472.777
215,26917.820000000003,22941.762,22976.041
216,4651.720000000001,3863.6926,3488.6768
217,6919.0,7232.4014,6631.4736
218,58810.43,57020.39,56769.54
219,9876.700000000003,10777.714,9669.1455
220,5024.13,7314.388,7564.487
221,13261.499999999998,15005.116,14255.667
222,41294.98,41633.707,39367.504
223,143.21000000000043,619.2251,-169.16243
224,895.66,1848.7822,504.58603
225,3319.9699999999993,3889.4387,3284.4392
226,171.88999999999956,-149.20058,-169.16243
227,6782.659999999999,7395.6636,7052.0215
228,30.92000000000026,84.18967,-169.16243
229,44548.08,52536.227,52437.125
230,11162.86,11914.179,11449.877
231,747.4199999999997,850.7924,410.55002
232,9649.56,10662.205,9798.289
233,7574.28,7350.0923,6089.0415
234,47082.61,47701.51,47208.57
235,78639.29,73127.05,74325.29
236,16703.639999999996,17975.494,17175.148
237,15214.59,17733.896,17022.922
238,65.0,297.07748,-169.16243
239,32841.48,28974.355,28394.613
240,2864.27,3600.234,3184.2686
241,25334.870000000003,24408.193,23597.893
242,3199.540000000001,4604.9766,3903.7793
243,321.60000000000014,646.7676,-98.38783
244,5696.329999999999,5594.731,4825.082
245,25787.56,27339.37,25998.271
246,519.5500000000005,1106.8599,255.78055
247,6382.389999999999,6399.465,5943.839
248,18967.019999999997,19171.154,17687.352
249,5164.65,4666.6216,3662.7668
250,17423.79,16511.68,15796.758
251,2.9699999999997724,226.97702,-169.16243
252,1170.0,1955.7013,1322.8811
253,7529.759999999999,6718.7847,6268.5776
254,49826.02,49711.566,47704.234
255,4159.69,4710.4907,3468.0913
256,5089.4400000000005,4450.671,3183.6484
257,25519.130000000005,23830.572,22721.875
258,1039.7899999999997,1941.9681,1474.6041
259,2458.94,2489.0955,1936.2965
260,4658.0,4581.6436,3850.7498
261,28986.42,29928.396,29328.13
262,32100.37,23099.691,22479.04
263,4290.79,4122.2676,3697.6
264,30742.24000000001,31712.543,30592.793
265,23549.750000000004,25999.588,25354.814
266,15935.65,22923.602,21100.27
267,7971.77,7946.996,7234.971
268,8162.579999999999,7602.3745,4407.315
269,30883.59,27183.793,26613.42
270,19879.09,21504.934,20422.68
271,27262.22000000001,28994.082,26066.523
272,2546.46,3363.3035,2875.6235
273,2001.3700000000003,7281.841,2992.0378
274,19628.79,20945.365,20139.955
275,15757.610000000002,14429.878,13900.332
276,5240.06,5116.416,4813.415
277,31793.840000000007,32740.186,31444.273
278,2047.1999999999998,920.2349,302.51257
279,13190.69,15161.97,14233.226
280,44098.51,39550.336,39368.633
281,5921.319999999998,6087.1987,5509.9795
282,7439.58,6874.4463,6328.075
283,19919.699999999997,18974.846,18428.562
284,10351.16,10214.837,9530.478
285,2389.8500000000004,3189.497,2555.3657
286,2583.34,3359.8142,2609.278
287,1507.07,2107.814,1118.4355
288,30790.93,37843.24,36635.652
289,2206.39,2954.871,2205.7842
290,2293.1600000000008,4211.9565,4908.026
291,5928.05,6121.552,5758.754
292,6352.14,7026.7554,6203.874
293,265.0500000000003,649.4708,158.23396
294,11969.72,11719.921,11247.069
295,2037.91,2166.9753,1739.424
296,29172.25,29328.01,28004.01
297,37394.51000000001,34698.96,34763.953
298,7395.109999999998,7700.335,6971.191
299,582.7299999999998,1284.5825,827.0148
300,4036.5899999999997,4808.318,4114.2134
301,1738.8800000000003,2133.8655,905.59076
302,9426.290000000003,10382.969,10049.818
303,9299.89,8859.928,8138.6777
304,12054.83,17600.027,17461.078
305,6292.4,6768.868,6431.59
306,30594.8,28740.844,28481.139
307,6497.300000000001,6519.524,6307.84
308,36230.170000000006,37073.918,36053.22
309,2878.0799999999995,3184.2449,2498.1655
310,25973.34,23089.98,22101.477
311,75637.61,69853.22,71128.58
312,42105.32,42729.727,40993.227
313,8150.640000000002,9379.013,8782.267
314,1790.5699999999995,2286.9348,1640.2151
315,27456.25,26850.918,25831.76
316,22777.210000000003,22451.037,21702.275
317,2748.94,2510.648,1906.746
318,5208.11,5515.6494,4287.9873
319,109469.49,114898.82,108923.94
320,24532.470000000005,24849.803,23583.498
321,11834.14,12244.223,11616.998
322,1077.3600000000001,2103.6453,998.895
323,7006.620000000001,10011.371,5608.908
324,87.99999999999993,578.158,-169.16243
325,43109.56,46526.227,45231.664
326,2189.9999999999995,2210.3687,1452.8473
327,5124.62,5165.954,4490.792
328,11689.619999999999,11950.13,11519.644
329,8201.059999999998,8167.1943,7733.309
330,9283.04,36162.684,38432.324
331,6271.06,5415.318,4592.8735
332,12.979999999999722,-103.561005,-169.16243
333,34.79999999999983,513.57007,-129.24178
334,4541.66,9543.768,8099.9355
335,47291.77,44855.766,44506.305
336,1248.8099999999997,1847.0175,1267.537
337,4990.06,5452.6504,4784.4116
338,19.859999999999815,400.1421,-169.16243
339,67142.67,77715.3,74697.93
340,49250.119999999995,48383.77,46605.656
341,9791.5,11208.749,10980.484
342,3784.0100000000007,4166.5386,3616.9758
343,742.1600000000004,927.42737,189.98705
344,37.700000000000095,-202.68817,-169.16243
345,4754.920000000001,4613.097,4012.5369
346,9609.500000000002,8679.653,7889.0244
347,1978.3200000000004,2408.093,1807.1669
348,31660.069999999996,20062.438,19179.617
349,6998.31,7010.2603,6480.6035
350,11208.45,12674.136,12097.154
351,14899.67,14375.66,14121.86
352,2753.4000000000005,3138.8257,2616.9207
353,10767.77,10434.799,9904.658
354,314.9999999999998,429.0322,-103.68784
355,670.38,949.2915,453.79584
356,113.74000000000004,334.20834,-169.16243
357,58947.97,63286.332,68008.55
358,21.339999999999858,413.3502,-169.16243
359,6469.919999999998,6117.0835,5385.399
360,-447.9999999999997,338.4531,-169.16243
361,11557.37,12638.331,12078.763
362,2150.7300000000005,2621.5818,2239.4314
363,73194.65,71134.586,67234.44
364,3635.860000000001,4017.4736,4497.62
365,3904.1800000000007,3075.5203,3203.5967
366,8272.66,7476.683,7029.309
367,70892.53,48729.0,46687.49
368,29.959999999999773,432.66962,-169.16243
369,13504.84,8589.979,8904.813
370,1310.0699999999993,1880.5469,1270.3909
371,4698.93,5253.2397,4456.6045
372,20760.72,17339.383,16712.785
373,2930.2300000000005,3588.1138,3230.7834
374,10068.319999999998,10368.355,9649.988
375,110870.94,116558.07,111381.28
376,22593.790000000005,22960.754,21795.25
377,28982.129999999997,27927.736,27750.775
378,93.99999999999986,381.9666,-165.84027
379,6442.15,6940.889,6470.038
380,5217.55,5571.1514,5101.535
381,372.7799999999996,419.23834,-169.16243
382,4804.749999999999,3710.5325,3500.1475
383,7562.57,8183.8853,7469.863
384,44773.15000000001,43754.117,42061.234
385,36255.98000000001,35342.76,34521.555
386,89.42000000000016,303.10773,-169.16243
387,49809.810000000005,49120.33,48594.43
388,5248.28,5856.1704,5206.954
389,12409.899999999998,12583.418,12317.452
390,9294.359999999999,10767.292,10357.489
391,12589.97,10352.302,9907.675
392,11358.31,12442.407,11892.713
393,9316.5,9573.004,9124.911
394,5552.56,4594.0186,3487.0205
395,2592.27,3286.671,2767.3892
396,55012.380000000005,53812.26,52332.273
397,53.58999999999977,-137.17822,-169.16243
398,4532.500000000001,3970.9795,3283.622
399,26747.180000000008,27670.441,27252.842
400,1573.12,2468.6887,2037.3909
401,5374.649999999998,3434.7407,3278.634
402,61303.45999999999,65161.758,67796.734
403,27022.37,26985.707,26139.922
404,41.71999999999979,454.00623,-169.16243
405,9269.18,10311.5205,9822.95
406,4832.14,5194.5913,4429.359
407,37162.68000000001,46486.973,45089.305
408,13275.87,12622.188,10419.451
409,13397.069999999998,14335.387,13547.167
410,644.2399999999993,988.4005,279.349
411,28475.770000000008,29620.027,29389.69
412,13401.19,10933.287,11530.887
413,13706.25,14129.116,13658.547
414,47652.06,43464.75,42701.98
415,871.2500000000006,886.6646,170.85788
416,17990.05,18133.143,17553.34
417,316.79999999999995,621.71423,-169.16243
418,19039.5,22156.639,21107.617
419,79008.61,89364.63,81542.37
420,1146.0899999999997,1202.4094,676.5273
421,12967.97,15593.805,14998.461
422,8528.14,8333.487,7417.9805
423,209.5999999999999,532.0346,-169.16243
424,44783.32,29378.686,27400.87
425,266.5899999999996,588.72815,68.81377
426,3739.91,17339.125,17900.164
427,45.92000000000009,565.3646,-169.16243
428,3850.099999999999,3987.112,3526.3594
429,37884.310000000005,35933.973,38507.74
430,28.760000000000016,316.40668,-169.16243
431,15995.420000000004,15497.772,15651.269
432,5018.88,5993.875,5313.3726
433,25982.980000000003,25685.12,24731.178
434,626.4599999999995,1063.5543,510.59308
435,37059.48,30321.654,29512.695
436,3278.6800000000003,14346.461,14062.23
437,24678.080000000005,27098.086,24801.658
438,2451.4499999999994,3277.9448,2384.7947
439,16044.060000000001,17592.518,17009.223
440,12458.1,12727.922,11912.754
441,10977.57,10994.412,10456.4795
442,45517.07,36490.785,34289.617
443,6877.490000000001,7095.1323,6318.926
444,31409.989999999998,33208.46,32240.988
445,48244.88,56144.086,53770.723
446,50522.58,46633.79,49456.61
447,866.7000000000005,963.3106,256.16776
448,35318.64,35653.676,34401.984
449,24875.56,27375.814,26339.59
450,8505.0,8842.1045,8130.5444
451,111409.38,117146.125,113498.8
452,1345.0000000000007,1823.6984,1107.6746
453,18.499999999999975,433.01535,-169.16243
454,1161.5899999999997,1448.405,922.471
455,41320.51,42943.633,41105.48
456,13415.4,13106.327,12546.702
457,8598.5,8617.644,7840.8667
458,84723.83,88127.34,83352.234
459,7927.78,8620.491,8287.859
460,75563.24,77536.92,75212.42
461,9520.15,10316.909,9703.808
462,1846.1299999999999,2297.125,1525.3998
463,74912.07,84132.6,77117.56
464,5703.510000000001,4247.7456,3800.9634
465,32139.140000000007,31957.477,30716.818
466,421.0799999999998,920.6416,90.50437
467,44945.28,46310.754,44980.324
468,1034.5000000000002,1502.313,899.8697
469,24289.000000000004,23659.625,22830.104
470,2220.0400000000004,2052.446,1915.4781
471,7730.540000000001,8580.053,7908.6426
472,15461.830000000002,16366.882,15950.582
473,1379.96,1955.2097,1214.9711
474,1300.0,1789.5336,962.86304
475,6876.95,8588.295,8006.397
476,6684.5,7203.857,6559.891
477,354.2399999999997,1612.289,336.8646
478,8023.480000000001,9024.232,8289.12
479,24567.810000000005,26056.344,24495.934
480,26313.72000000001,31167.88,30393.654
481,1212.0100000000004,1045.7301,372.88257
482,2232.1700000000005,1740.9526,1429.2533
483,25826.590000000004,25459.041,24514.9
484,673.9999999999998,1345.8654,4.7465844
485,906.9300000000001,949.01953,782.02374
486,3182.560000000001,3711.9924,3083.3103
487,8304.13,8735.546,8107.931
488,4452.49,5004.0312,4428.442
489,1745.3699999999997,2308.236,1637.985
490,1580.7499999999998,1964.1456,1399.6954
491,4581.0,5015.4116,4374.136
492,3233.42,3492.433,2970.0535
493,23226.400000000005,23927.129,22863.88
494,4494.47,5760.1953,5428.266
495,3523.34,3906.2683,3494.297
496,27598.139999999996,25741.277,25141.3
497,7846.2,9240.533,8736.635
498,5170.05,6702.047,6200.42
499,2482.7800000000007,3810.375,2505.2178
500,7726.3099999999995,6678.638,6252.1367
501,4316.500000000001,7098.1216,6090.359
502,23366.6,22173.13,21197.713
503,9485.570000000002,11062.39,10438.802
504,34175.64000000001,34646.48,33050.453
505,17692.710000000003,18102.777,17673.637
506,38079.810000000005,39373.19,33214.58
507,2594.04,3927.6428,2583.9058
508,1085.0699999999997,1489.0787,1237.7358
509,520.76,805.08545,-149.47925
510,6277.909999999999,6768.7974,6028.4746
511,8386.33,9653.309,8864.716
512,115608.74,70475.88,69923.766
513,306.3900000000001,692.827,-27.630928
514,11394.61,11675.533,10790.969
515,1433.4399999999998,1913.6409,959.9653
516,50.02000000000012,256.13788,-169.16243
517,13373.64,12665.057,11764.221
518,32139.780000000002,31266.818,31032.953
519,12068.64,11016.26,10446.76
520,22458.71,23059.463,21837.578
521,1316.0000000000002,983.963,195.95264
522,2123.08,2373.4856,1917.313
523,4851.94,5291.241,3835.9045
524,10704.94,9819.014,9319.511
525,15065.82,11523.854,10892.734
526,2035.8599999999997,2375.4363,2079.3562
527,843.9400000000004,1064.5007,785.91724
528,34484.93,32263.16,30672.66
529,22842.010000000002,23306.205,21574.03
530,571.9999999999998,647.78534,373.24295
531,19728.570000000003,19812.408,19306.514
532,19968.310000000005,20819.287,19771.572
533,34683.04,33870.91,33965.004
534,9488.369999999999,8867.898,8189.499
535,296.2000000000001,569.6002,-169.16243
536,31721.58,31167.38,30741.365
537,12.120000000000063,547.3794,-169.16243
538,11286.689999999999,11133.784,10813.184
539,9384.23,10952.565,10326.276
540,46701.89000000001,43831.215,42088.895
541,10527.819999999998,11139.701,10633.006
542,10.65999999999996,-304.2222,-169.16243
543,18403.88,19676.52,18917.12
544,268.5200000000002,355.34128,-159.24995
545,32072.93,38097.87,35899.57
546,13510.66,13582.228,13058.234
547,15461.34,17899.754,16707.818
548,80741.61,76312.984,75872.12
549,7.029999999999922,218.24907,-169.16243
550,57329.71,60219.305,58329.01
551,22.000000000000124,484.70132,-169.16243
552,7753.999999999999,8579.17,7905.4375
553,61778.82,59856.652,58851.035
554,80037.26,81049.02,79748.74
555,10337.14,9314.094,8636.7705
556,2689.75,3064.32,2532.6382
557,43610.88,39204.316,37633.902
558,137.69999999999987,876.2317,357.2932
559,12099.77,11283.92,10839.704
560,56332.68,59156.77,58076.555
561,135621.5,132542.44,128908.24
562,3406.1699999999996,3631.3596,2900.9763
563,16890.98,17027.602,17167.168
564,638.7500000000005,888.122,449.60596
565,60.919999999999916,592.35767,-169.16243
566,411.3000000000006,613.82477,-169.16243
567,1518.3899999999996,1812.1965,1064.294
568,17309.729999999996,18268.479,17778.25
569,47446.98,53393.105,53998.44
570,13891.9,16293.567,15707.846
571,52735.73,55440.918,54068.555
572,612.2499999999998,534.353,239.58752
573,5253.86,7508.6763,7807.8584
574,132.50999999999948,303.91266,-169.16243
575,11508.609999999999,13411.242,12838.872
576,33272.51,34956.29,33452.39
577,19046.95,20831.715,21685.451
578,11288.76,10620.793,10125.758
579,17746.39,15917.641,15170.081
580,7163.499999999998,6718.009,6099.301
581,37869.64,38675.316,37606.22
582,1215.3400000000001,2019.8666,254.45059
583,81474.35,75630.59,75286.57
584,11472.64,8932.606,8455.574
585,69381.12,67044.484,65573.31
586,117653.87,103025.766,103295.05
587,4212.800000000001,3751.2043,3209.809
588,2849.6099999999997,3389.8684,3133.1313
589,47380.729999999996,54551.074,51322.93
590,1913.1899999999998,2412.6555,2011.3009
591,16012.409999999998,16545.512,15561.817
592,719.4199999999996,921.24835,355.52847
593,-28.920000000000098,178.14854,-169.16243
594,9206.59,9031.04,8540.309
595,5458.620000000001,5319.2876,4670.3843
596,16474.7,16757.293,16523.88
597,150509.79,145448.92,157826.36
598,1034.7200000000003,1382.9042,844.8116
599,28777.360000000004,33058.45,31974.01
600,12620.78,7768.867,19507.844
601,6774.54,7169.511,6919.1035
602,10047.959999999997,10516.043,9771.228
603,10694.5,11674.057,10886.343
604,2136.0,1917.6185,1489.891
605,12081.319999999998,12280.383,11850.125
606,13008.309999999998,12311.644,11313.771
607,31.99999999999982,-169.9149,-169.16243
608,62093.299999999996,62176.133,60972.91
609,29888.63,33842.312,31215.596
610,440.1400000000003,682.69104,56.16302
611,12638.050000000001,12752.306,12158.133
612,10047.87,10910.998,10167.684
613,13916.63,9201.68,9578.321
614,7190.89,7390.917,7433.0728
615,9062.28,8636.192,8389.0625
616,10620.009999999998,11783.49,11650.664
617,27414.900000000005,27699.383,26115.207
618,7589.200000000001,8544.478,8113.7886
619,34777.12000000001,36609.242,34830.504
620,3462.46,4324.644,3774.2363
621,20503.37,21120.139,20237.812
622,430.9899999999995,919.0482,233.78658
623,968.6099999999999,1158.7727,997.50165
624,6722.050000000001,7507.147,6569.1465
625,27969.870000000003,34924.06,34217.02
626,38114.19,34259.75,32546.938
627,4443.84,4921.762,4533.6475
628,417.35999999999973,527.92584,-169.16243
629,21087.05,20427.76,19361.049
630,2541.86,2847.82,2454.8098
631,11335.83,11105.809,10266.7705
632,3871.58,4381.8633,3808.6304
633,20.509999999999827,294.05414,-169.16243
634,11068.68,11511.879,10242.025
635,3033.87,2311.4368,1761.3472
636,21761.070000000003,18014.71,17098.414
637,335.5800000000002,716.8382,-169.16243
638,38652.060000000005,40650.867,39712.31
639,120024.16000000002,127456.81,120443.42
640,1315.0799999999997,1362.2383,899.2367
641,656.6699999999994,1181.2808,500.32785
642,4695.380000000001,5792.825,5247.424
643,28937.19,29645.576,28162.09
644,11176.119999999999,11895.824,10890.979
645,31044.650000000005,23335.766,22830.994
646,9686.750000000002,7300.5215,8123.4683
647,1872.6999999999994,2015.0742,1537.7828
648,3810.0,4530.744,3974.2297
649,58289.95,57401.0,55749.293
650,18430.200000000004,18952.523,17556.455
651,88020.38,88659.44,88267.77
652,3794.9700000000003,7784.3022,8693.732
653,28.000000000000053,158.97668,60.66054
654,37575.75,36421.438,35814.69
655,71078.48,61197.336,61616.4
656,17695.83,18735.857,18020.17
657,0.999999999999799,398.06024,-169.16243
658,8071.200000000001,8197.887,7427.019
659,28.819999999999833,253.31029,-169.16243
660,20226.83,20591.74,20077.771
661,1337.9799999999998,1014.70874,289.09958
662,951.6500000000003,1366.119,666.56635
663,11246.56,13753.26,13077.806
664,102159.37,94787.914,93701.18
665,131.9999999999996,667.99506,116.41321
666,11510.57,11909.063,12429.249
667,1550.1199999999994,1642.6945,886.2695
668,43712.780000000006,33388.51,32063.793
669,284.31000000000023,356.83282,-169.16243
670,46856.36,44377.23,42229.31
671,1255.4000000000005,1494.0875,974.3228
672,1676.3400000000001,1937.0209,1482.521
673,550.2000000000002,881.42285,-169.16243
674,4.469999999999755,271.15768,-169.16243
675,277.8000000000004,791.7426,239.14116
676,38853.53,34862.707,36564.07
677,7557.13,7453.5327,6847.5205
678,87924.61,69346.92,66094.62
679,4453.76,11722.116,3013.91
680,12779.05,14011.148,13005.685
681,286.9999999999997,473.29395,166.51921
682,5703.38,6130.4136,5503.4634
683,906.1600000000003,1350.5364,1090.8998
684,11060.8,9930.915,9149.113
685,11096.71,11261.24,10198.184
686,19.999999999999957,156.92474,-169.16243
687,21951.300000000007,23066.998,21827.244
688,23.82000000000027,467.91925,-35.974102
689,5204.349999999999,6284.642,5634.3394
690,10877.06,10996.4,11093.921
691,21697.58,21379.422,20649.22
692,3057.8400000000006,3419.9775,2946.7766
693,9299.72,9651.8545,9191.242
694,252.00000000000048,432.01044,-130.19366
695,53991.85,61742.227,58768.938
696,15027.04,16633.955,15663.143
697,1440.9999999999995,1171.0746,383.1844
698,13170.859999999999,13722.336,13186.025
699,15488.129999999996,28576.59,26900.555
700,10217.77,10936.316,10586.856
701,12563.06,13701.269,13092.876
702,68681.84,74631.33,72580.17
703,82805.18,80147.31,79757.875
704,350.11000000000007,729.3651,-69.64041
705,4976.57,5500.3765,5130.2085
706,1648.9999999999998,2183.8171,1561.6653
707,4517.890000000001,4438.779,4040.7288
708,373.7599999999994,646.82916,10.134097
709,102170.04,115314.95,115152.586
710,6297.260000000002,6921.8843,6201.4224
711,66.51000000000023,178.73517,-169.16243
712,7472.829999999999,9441.513,8822.168
713,12771.650000000001,13861.607,12997.684
714,2137.59,3536.8882,1851.675
715,1386.1300000000003,1806.3389,1210.5612
716,20040.590000000004,18266.004,17323.46
717,2.000000000000166,240.64003,-169.16243
718,12032.34,12099.072,11294.076
719,138.01000000000036,282.9175,-169.16243
720,18217.359999999997,11536.451,11243.109
721,8001.170000000001,8805.381,8184.405
722,35937.19,34193.727,32554.02
